date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,MA5,MA10
2010-01-04,16180.0,200.0,16060.0,16180.0,16000.0,11963550,100.0,86.27289648369103,79.98939042662673,15884.0,15690.0
2010-01-05,16440.0,260.0,16520.0,16580.0,16300.0,27960950,86.0,86.18172277954473,83.08565109346254,16012.0,15804.0
2010-01-06,16820.0,380.0,16580.0,16820.0,16520.0,22987750,100.0,90.79483837271722,86.94030355041862,16228.0,15940.0
2010-01-07,16260.0,-560.0,16820.0,16820.0,16260.0,22161850,48.148148148148145,76.56483208835041,81.75252823979991,16336.0,16024.0
2010-01-08,16420.0,160.0,16400.0,16420.0,16120.0,14789900,51.21951219512196,68.11067170521656,74.93157395263258,16424.0,16104.0
2010-01-11,15940.0,-480.0,16420.0,16460.0,15940.0,19945050,0.0,45.396868432718,60.16419302613146,16376.0,16130.0
2010-01-12,16180.0,240.0,15940.0,16180.0,15900.0,19223000,30.434782608695656,40.408006197523186,50.28609019133436,16324.0,16168.0
2010-01-13,15940.0,-240.0,16100.0,16120.0,15940.0,13380950,4.3478260869565215,28.385535826399327,39.3358077873653,16148.0,16188.0
2010-01-14,16540.0,600.0,16120.0,16620.0,16000.0,26635250,88.8888888888889,48.556016110119714,43.945913047877255,16204.0,16270.0
2010-01-15,16840.0,300.0,16640.0,16860.0,16580.0,19920050,97.91666666666666,65.01103251638534,54.478474037710406,16288.0,16356.0
2010-01-18,16860.0,20.0,16800.0,16920.0,16560.0,13084550,94.11764705882351,74.71381374004129,64.596144491936,16472.0,16424.0
2010-01-19,16460.0,-400.0,17000.0,17000.0,16440.0,12065400,49.0566037735849,66.16107171110423,65.37860812483936,16528.0,16426.0
2010-01-20,16680.0,220.0,16460.0,16740.0,16460.0,19215300,68.0,66.77406399126868,66.07633606845096,16676.0,16412.0
2010-01-21,17000.0,320.0,16400.0,17000.0,16400.0,17007400,100.0,77.84957093357647,71.96295354487243,16768.0,16486.0
2010-01-22,16500.0,-500.0,16800.0,16900.0,16360.0,23526800,21.875,59.191161685284435,65.5770575912891,16700.0,16494.0
2010-01-25,16840.0,340.0,16320.0,16960.0,16300.0,20639850,77.14285714285717,65.17510698140725,65.37608228597385,16696.0,16584.0
2010-01-26,16300.0,-540.0,16920.0,16920.0,16240.0,18760500,7.894736842105262,46.0815506935957,55.728816480800035,16664.0,16596.0
2010-01-27,16000.0,-300.0,16300.0,16340.0,16000.0,18538000,0.0,30.720980391174358,43.224898430164615,16528.0,16602.0
2010-01-28,16160.0,160.0,16160.0,16300.0,16060.0,13830700,16.666666666666664,26.036198291190047,34.6305483586763,16360.0,16564.0
2010-01-29,15680.0,-480.0,16000.0,16020.0,15600.0,22864250,5.882352941176469,19.31823946050586,26.974393908699785,16196.0,16448.0
2010-02-01,15540.0,-140.0,15680.0,15700.0,15300.0,25052100,14.814814814814813,17.81709636555128,22.39574513685902,15936.0,16316.0
2010-02-02,15440.0,-100.0,15800.0,15800.0,15400.0,19690150,13.461538461538463,16.36524273380318,19.380493935243344,15764.0,16214.0
2010-02-03,15540.0,100.0,15640.0,15700.0,15360.0,16511750,24.0,18.91016298770427,19.14532846147038,15672.0,16100.0
2010-02-04,15520.0,-20.0,15500.0,15660.0,15440.0,11989950,30.555555555555557,22.791961695152413,20.968645078324663,15544.0,15952.0
2010-02-05,15000.0,-520.0,15160.0,15220.0,14940.0,25751700,6.9767441860465125,17.520221452730986,19.24443326552155,15408.0,15802.0
2010-02-08,14960.0,-40.0,14940.0,15080.0,14820.0,21980400,14.285714285714285,16.442052250797992,17.843242758157228,15292.0,15614.0
2010-02-09,15220.0,260.0,14960.0,15220.0,14840.0,16872950,45.45454545454545,26.11288419332187,21.978063475743305,15248.0,15506.0
2010-02-10,15100.0,-120.0,15260.0,15280.0,15040.0,13192300,33.33333333333333,28.519700718437036,25.24888209709166,15160.0,15416.0
2010-02-11,15260.0,160.0,15140.0,15300.0,15120.0,13252500,91.66666666666666,49.56869021390147,37.40878615549933,15108.0,15326.0
2010-02-12,15000.0,-260.0,15340.0,15340.0,14900.0,22928700,34.615384615384606,44.58425488083112,40.99652051816563,15108.0,15258.0
2010-02-16,15120.0,120.0,15000.0,15180.0,14960.0,7738300,56.00000000000001,48.38950332186529,44.69301192001568,15140.0,15216.0
2010-02-17,15580.0,460.0,15440.0,15580.0,15280.0,14012300,100.0,65.59300241946184,55.143007169739064,15212.0,15230.0
2010-02-18,15500.0,-80.0,15580.0,15620.0,15440.0,7255400,83.33333333333334,71.50644610436976,63.32472663705453,15292.0,15226.0
2010-02-19,15200.0,-300.0,15380.0,15540.0,15180.0,11150000,41.66666666666667,61.55985290582034,62.44228977143742,15280.0,15194.0
2010-02-22,15460.0,260.0,15440.0,15560.0,15400.0,11593250,75.75757575757575,66.29242720643883,64.36735848893812,15372.0,15240.0
2010-02-23,15340.0,-120.0,15480.0,15480.0,15120.0,12585850,44.0,58.86161812014497,61.61448830454154,15416.0,15278.0
2010-02-24,15040.0,-300.0,15180.0,15220.0,15000.0,15071550,6.451612903225807,41.391616353773216,51.50305232915737,15308.0,15260.0
2010-02-25,14720.0,-320.0,15080.0,15160.0,14680.0,19304650,4.545454545454546,29.109562404825464,40.30630736699142,15152.0,15222.0
2010-02-26,14880.0,160.0,14800.0,14960.0,14660.0,15596200,24.444444444444446,27.55452308361454,33.930415225302966,15088.0,15184.0
2010-03-02,15400.0,520.0,15220.0,15480.0,15120.0,23577600,90.24390243902441,48.45098287846153,41.190699051882255,15076.0,15224.0
2010-03-03,15420.0,20.0,15420.0,15460.0,15260.0,9730100,92.6829268292683,63.1949641999647,52.19283162592348,15092.0,15254.0
2010-03-04,15220.0,-200.0,15420.0,15440.0,15120.0,10219400,68.29268292682927,64.89420377593717,58.543517700930316,15128.0,15218.0
2010-03-05,15500.0,280.0,15260.0,15500.0,15260.0,11764550,100.0,76.59613585223596,67.56982677658314,15284.0,15218.0
2010-03-08,15720.0,220.0,15800.0,15840.0,15700.0,19570150,83.33333333333334,78.84186834614124,73.20584756136219,15452.0,15270.0
2010-03-09,15720.0,0.0,15740.0,15740.0,15540.0,12214200,83.33333333333334,80.33902334196355,76.77243545166287,15516.0,15296.0
2010-03-10,15680.0,-40.0,15720.0,15740.0,15560.0,11369150,77.7777777777778,79.48527482053349,78.12885513609818,15568.0,15330.0
2010-03-11,15560.0,-120.0,15800.0,15880.0,15560.0,19640100,48.387096774193544,69.11921547147158,73.62403530378485,15636.0,15382.0
2010-03-12,15560.0,0.0,15560.0,15680.0,15420.0,10004000,30.434782608695656,56.22440451697914,64.924219910382,15648.0,15466.0
2010-03-15,15360.0,-200.0,15640.0,15660.0,15280.0,12585350,13.333333333333336,41.92738078892439,53.42580034965321,15576.0,15514.0
2010-03-16,15300.0,-60.0,15360.0,15400.0,15160.0,16556850,19.44444444444445,34.43306867403735,43.92943451184527,15492.0,15504.0
2010-03-17,15960.0,660.0,15440.0,15960.0,15420.0,21857600,100.0,56.28871244947565,50.109073480660456,15548.0,15558.0
2010-03-18,15940.0,-20.0,15900.0,16140.0,15900.0,15399750,79.59183673469387,64.05642054457621,57.08274701261834,15624.0,15630.0
2010-03-19,16080.0,140.0,16020.0,16140.0,15960.0,10724600,93.87755102040815,73.99679736987726,65.53977219124779,15728.0,15688.0
2010-03-22,16020.0,-60.0,16060.0,16080.0,15840.0,9213200,87.75510204081633,78.58289892686426,72.06133555905603,15860.0,15718.0
2010-03-23,16180.0,160.0,16140.0,16300.0,16100.0,9932600,86.36363636363636,81.1764780724577,76.61890681575687,16036.0,15764.0
2010-03-24,16380.0,200.0,16300.0,16500.0,16260.0,15945800,81.81818181818183,81.39037932103257,79.00464306839474,16120.0,15834.0
2010-03-25,16380.0,0.0,16300.0,16440.0,16180.0,9497900,81.81818181818183,81.53298015341574,80.26881161090523,16208.0,15916.0
2010-03-26,16400.0,20.0,16460.0,16500.0,16240.0,10490100,84.84848484848484,82.63814838510578,81.4534799980055,16272.0,16000.0
2010-03-29,16360.0,-40.0,16200.0,16500.0,16200.0,7783950,65.0,76.75876559006929,79.10612279403739,16340.0,16100.0
2010-03-30,16280.0,-80.0,16540.0,16580.0,16240.0,12046700,25.0,59.50584372671045,69.30598326037392,16360.0,16198.0
2010-03-31,16360.0,80.0,16280.0,16680.0,16260.0,21715000,36.0,51.670562484472896,60.48827287242341,16356.0,16238.0
2010-04-01,16900.0,540.0,16520.0,16900.0,16480.0,28082950,100.0,67.7803749896496,64.1343239310365,16460.0,16334.0
2010-04-02,17140.0,240.0,16920.0,17200.0,16820.0,20953450,94.0,76.5202499931001,70.3272869620683,16608.0,16440.0
2010-04-05,17400.0,260.0,17220.0,17400.0,17140.0,15225800,100.0,84.34683332873361,77.33706014540095,16816.0,16578.0
2010-04-06,17380.0,-20.0,17480.0,17500.0,17220.0,16514350,90.32258064516128,86.3387491008762,81.83790462313858,17036.0,16698.0
2010-04-07,17180.0,-200.0,17300.0,17380.0,17040.0,19434000,68.62745098039215,80.4349830607148,81.13644384192669,17200.0,16778.0
2010-04-08,17260.0,80.0,17140.0,17260.0,17060.0,13466350,64.70588235294117,75.19194949145687,78.1641966666918,17272.0,16866.0
2010-04-09,17120.0,-140.0,17280.0,17320.0,16960.0,13789450,29.629629629629626,60.00450953751438,69.08435310210308,17268.0,16938.0
2010-04-12,16600.0,-520.0,17180.0,17200.0,16540.0,24897000,6.25,42.08633969167619,55.585346396889626,17108.0,16962.0
2010-04-13,16560.0,-40.0,16680.0,16680.0,16300.0,20455700,24.074074074074073,36.08225115247548,45.83379877468256,16944.0,16990.0
2010-04-14,16900.0,340.0,16700.0,16940.0,16660.0,15424950,58.82352941176471,43.66267723890523,44.7482380067939,16888.0,17044.0
2010-04-15,17100.0,200.0,17240.0,17240.0,16880.0,18255200,78.43137254901961,55.25224234227671,50.00024017453529,16856.0,17064.0
2010-04-16,16960.0,-140.0,17100.0,17160.0,16820.0,11005600,70.21276595744679,60.2390835473334,55.119661860934364,16824.0,17046.0
2010-04-19,16540.0,-420.0,16740.0,16800.0,16520.0,12368800,25.53191489361702,48.67002732942794,51.89484459518116,16812.0,16960.0
2010-04-20,16560.0,20.0,16540.0,16640.0,16420.0,13594100,17.073170731707318,38.1377417968544,45.01629319601778,16812.0,16878.0
2010-04-21,17040.0,480.0,16760.0,17060.0,16700.0,13212700,75.60975609756099,50.62841323042326,47.822353213220524,16840.0,16864.0
2010-04-22,16820.0,-220.0,16980.0,16980.0,16660.0,17177850,54.05405405405406,51.77029350496685,49.79632335909368,16784.0,16820.0
2010-04-23,16600.0,-220.0,16960.0,16960.0,16560.0,15471800,28.125,43.88852900331123,46.84242618120246,16712.0,16768.0
2010-04-26,16680.0,80.0,16700.0,16840.0,16600.0,13030400,40.625,42.80068600220748,44.82155609170496,16740.0,16776.0
2010-04-27,16700.0,20.0,16620.0,16760.0,16540.0,13049800,30.76923076923077,38.79020092454858,41.805878508126774,16768.0,16790.0
2010-04-28,16500.0,-200.0,16400.0,16500.0,16360.0,16019650,22.58064516129032,33.38701567012916,37.59644708912796,16660.0,16750.0
2010-04-29,16500.0,0.0,16600.0,16620.0,16320.0,11346550,28.125,31.633010446752767,34.61472876794037,16596.0,16690.0
2010-04-30,16980.0,480.0,16560.0,17040.0,16540.0,22733400,91.66666666666666,51.64422918672407,43.12947897733222,16672.0,16692.0
2010-05-03,16580.0,-400.0,16900.0,16900.0,16540.0,14572250,36.111111111111114,46.466523161519746,44.79800106942597,16652.0,16696.0
2010-05-04,16680.0,100.0,16800.0,16860.0,16600.0,9172800,50.0,47.644348774346504,46.221174921886245,16648.0,16708.0
2010-05-06,16280.0,-400.0,16340.0,16380.0,16200.0,22588250,9.523809523809524,34.93750235750084,40.57933863969354,16604.0,16632.0
2010-05-07,15880.0,-400.0,15960.0,15980.0,15760.0,37961250,9.375,26.416668238333894,33.498003439013715,16480.0,16538.0
2010-05-10,16060.0,180.0,16000.0,16100.0,15940.0,16529100,26.315789473684212,26.38304198345067,29.94052271123219,16296.0,16484.0
2010-05-11,15820.0,-240.0,16240.0,16240.0,15820.0,22532900,5.454545454545454,19.4068764738156,24.673699592523896,16144.0,16398.0
2010-05-12,15780.0,-40.0,15940.0,15960.0,15640.0,15790450,18.918918918918923,19.244223955516702,21.958961774020306,15964.0,16306.0
2010-05-13,16260.0,480.0,15960.0,16400.0,15940.0,15973050,81.57894736842105,40.022465093151496,30.990713433585896,15960.0,16282.0
2010-05-14,16200.0,-60.0,16120.0,16240.0,15980.0,14692000,73.68421052631578,51.243046904206246,41.11688016889608,16024.0,16252.0
2010-05-17,15680.0,-520.0,15960.0,15980.0,15560.0,26529900,14.285714285714285,38.923936031375604,40.02040810013584,15948.0,16122.0
2010-05-18,15840.0,160.0,15800.0,15900.0,15680.0,18169250,33.33333333333333,37.06040179869485,38.54040494941535,15952.0,16048.0
2010-05-19,15460.0,-380.0,15700.0,15700.0,15380.0,18058550,7.84313725490196,27.321313617430548,32.93085928342295,15888.0,15926.0
2010-05-20,15120.0,-340.0,15300.0,15440.0,15100.0,19790300,1.7543859649122806,18.799004399924463,25.864931841673698,15660.0,15810.0
2010-05-24,15160.0,40.0,14940.0,15280.0,14880.0,17723750,25.45454545454545,21.017518084798123,23.44122496323591,15452.0,15738.0
2010-05-25,14820.0,-340.0,15000.0,15120.0,14720.0,25581300,8.47457627118644,16.836537480260898,20.138881221748406,15280.0,15614.0
2010-05-26,15000.0,180.0,15200.0,15380.0,14900.0,23002650,28.57142857142857,20.748167843983452,20.44352453286593,15112.0,15532.0
2010-05-27,15440.0,440.0,14880.0,15500.0,14820.0,22212050,92.30769230769229,44.60134266521975,32.522433599042834,15108.0,15498.0
2010-05-28,15560.0,120.0,15740.0,15740.0,15340.0,22546250,82.35294117647058,57.18520883563669,44.85382121733976,15196.0,15428.0
2010-05-31,15520.0,-40.0,15440.0,15620.0,15360.0,12791100,78.43137254901961,64.26726340676434,54.56054231205205,15268.0,15360.0
2010-06-01,15360.0,-160.0,15520.0,15580.0,15300.0,11405850,58.69565217391305,62.41005966248057,58.48530098726632,15376.0,15328.0
2010-06-03,15540.0,180.0,15600.0,15680.0,15480.0,14666350,78.26086956521739,67.69366296339284,63.08948197532958,15484.0,15298.0
2010-06-04,15860.0,320.0,15500.0,15940.0,15480.0,12614000,87.5,74.29577530892854,68.69262864212907,15568.0,15338.0
2010-06-07,15740.0,-120.0,15580.0,15740.0,15540.0,15166400,68.75,72.4471835392857,70.56990609070738,15604.0,15400.0
2010-06-08,15700.0,-40.0,15700.0,15960.0,15520.0,14522450,60.60606060606061,68.50014256154401,69.53502432612571,15640.0,15454.0
2010-06-09,15400.0,-300.0,15840.0,15840.0,15320.0,17985800,12.5,49.833428374362676,59.68422635024419,15648.0,15512.0
2010-06-10,15460.0,60.0,15540.0,15600.0,15420.0,17814300,21.875,40.51395224957512,50.09908929990965,15632.0,15558.0
2010-06-11,15940.0,480.0,15700.0,15940.0,15660.0,18313750,96.875,59.30096816638341,54.70002873314653,15648.0,15608.0
2010-06-14,16140.0,200.0,15820.0,16180.0,15820.0,12099050,95.34883720930232,71.31692451402307,63.008476623584784,15728.0,15666.0
2010-06-15,15960.0,-180.0,16200.0,16200.0,15960.0,9539000,72.72727272727273,71.78704058510628,67.39775860434554,15780.0,15710.0
2010-06-16,16380.0,420.0,16300.0,16440.0,16180.0,18827650,94.11764705882351,79.23057607634536,73.31416734034545,15976.0,15812.0
2010-06-17,16340.0,-40.0,16240.0,16340.0,16200.0,11669500,87.1794871794872,81.88021311072596,77.59719022553571,16152.0,15892.0
2010-06-18,16440.0,100.0,16500.0,16500.0,16240.0,9593600,91.17647058823529,84.97896560322907,81.28807791438241,16252.0,15950.0
2010-06-21,16600.0,160.0,16600.0,16780.0,16500.0,14239500,78.04878048780488,82.66890389808765,81.97849090623505,16344.0,16036.0
2010-06-22,16320.0,-280.0,16540.0,16540.0,16260.0,14820850,23.33333333333333,62.8903803765029,72.43443564136895,16416.0,16098.0
2010-06-23,16100.0,-220.0,16220.0,16220.0,16000.0,17501550,12.82051282051282,46.200424524506204,59.31743008293758,16360.0,16168.0
2010-06-24,16400.0,300.0,16160.0,16460.0,16100.0,14157200,51.28205128205128,47.894300110354564,53.60586509664607,16372.0,16262.0
2010-06-25,16100.0,-300.0,16180.0,16200.0,16040.0,17011500,12.82051282051282,36.20303768040731,44.904451388526695,16304.0,16278.0
2010-06-28,15920.0,-180.0,16100.0,16160.0,15920.0,13060450,0.0,24.13535845360488,34.51990492106579,16168.0,16256.0
2010-06-29,15840.0,-80.0,16020.0,16080.0,15740.0,12589300,13.888888888888891,20.719868598699552,27.619886759882675,16072.0,16244.0
2010-06-30,15480.0,-360.0,15400.0,15600.0,15400.0,26820300,7.547169811320754,16.328969002906618,21.974427881394643,15948.0,16154.0
2010-07-01,15320.0,-160.0,15580.0,15600.0,15200.0,22225800,12.0,14.88597933527108,18.43020360833286,15732.0,16052.0
2010-07-02,15340.0,20.0,15400.0,15480.0,15260.0,11656400,14.583333333333336,14.785097334625164,16.607650471479012,15580.0,15942.0
